n,p,k,ec,oc,s,zn,fe,cu,mn,b,temperature,humidity,ph,rainfall,crop type
14.0,128.0,205.0,1.8299999999999996,0.488,0.150106,34.708,73.604,18.666,131.834,34.15599999999999,22.60800988,94.58900601,6.226289556,116.0396587,apple
8.0,120.0,201.0,1.83,0.592,0.150106,34.708,73.604,18.666,131.834,34.156,21.18667419,91.13435689,6.321152192,122.233323,apple
20.0,129.0,201.0,1.83,0.534,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,23.41044706,91.69913296,5.587905967,116.0777931,apple
32.0,137.0,204.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,22.86006627,93.12859895,5.824151693,117.7296726,apple
27.0,139.0,205.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,22.48403042,93.40819246,5.772179946,105.5473627,apple
0.0,123.0,205.0,1.8360000000000003,0.49799999999999994,0.166106,39.12,53.63199999999999,20.478,128.95800000000003,31.75,22.02775403,92.96129462,5.790993052,121.1349176,apple
22.0,144.0,196.0,1.83,0.534,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,21.91191314,91.68748063,6.499226821,117.0761277,apple
1.0,124.0,199.0,1.83,0.61,0.150106,34.708,73.604,18.666,131.834,34.156,23.71059131,93.27392415,5.658473817,112.6676589,apple
30.0,122.0,197.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,21.37784654,92.72043743,5.573241391,106.1417017,apple
29.0,121.0,196.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,22.84852833,94.32130209,6.079497202,123.5977843,apple
13.0,126.0,204.0,1.83,0.488,0.150106,34.708,73.604,18.666,131.834,34.156,23.1094265,92.79630809,6.383180271,108.183792,apple
9.0,139.0,199.0,1.83,0.628,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,23.25230817,94.54128292,5.867420996,105.3558408,apple
0.0,133.0,200.0,1.83,0.6380000000000001,0.150106,34.708,73.604,18.666,131.834,34.156,23.67287749,90.4935574,5.708418722,104.2298028,apple
30.0,143.0,199.0,1.5319999999999996,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,23.76881552,90.59810302,5.7983508,102.2648546,apple
36.0,140.0,198.0,1.5319999999999996,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,23.34386401,91.47684705,6.28188384,104.4267991,apple
37.0,137.0,199.0,1.5319999999999996,0.534,0.192394,34.966,82.826,18.838,124.452,42.186,22.63946441,90.18451645,5.697945522,108.3405879,apple
33.0,121.0,203.0,1.532,0.434,0.192394,34.965999999999994,82.826,18.838,124.452,42.186,22.45696744,94.76285385,5.605934087,114.8407725,apple
7.0,144.0,195.0,1.83,0.5799999999999998,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,22.96388477,93.58065995,5.85648105,104.6472986,apple
35.0,128.0,205.0,1.532,0.42800000000000005,0.192394,34.966,82.826,18.838,124.452,42.186,21.07273439,93.56585985,6.041053829,107.8737015,apple
29.0,128.0,198.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,22.44075021,92.70785115,5.685062404,121.4977331,apple
2.0,143.0,196.0,1.83,0.6380000000000001,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,22.71271308,90.45261746,5.669489065,109.8852597,apple
34.0,140.0,198.0,1.5319999999999996,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,21.70416965,93.44006288,5.751707342,115.1781396,apple
29.0,144.0,204.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,22.43324518,92.48667725,5.800448951,119.1025189,apple
32.0,141.0,203.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,21.25941052,92.84416234,5.821347769,109.0658471,apple
13.0,144.0,197.0,1.83,0.6380000000000001,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,22.9215706,94.89613443,6.28022267,105.6941544,apple
25.0,143.0,198.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,22.81212536,91.51861705,6.027314401,107.855225,apple
9.0,137.0,200.0,1.83,0.6379999999999999,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,21.12152071,90.6878768,5.636687393,102.8017203,apple
6.0,144.0,198.0,1.83,0.5799999999999998,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,21.11478672,90.31528693,5.559363609,104.5086618,apple
37.0,126.0,196.0,1.532,0.534,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,23.59997268,90.97597665,5.596449493,107.1728191,apple
2.0,120.0,203.0,1.8360000000000003,0.638,0.166106,39.12,53.63199999999999,20.478,128.95800000000003,31.75,23.12652652,94.71203306,5.893492999,108.6211833,apple
11.0,143.0,197.0,1.83,0.61,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,22.98458907,93.3204487,5.875718516,122.1952483,apple
10.0,141.0,201.0,1.83,0.6379999999999999,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,22.12659387,90.97818277,6.386021424,104.5412275,apple
24.0,142.0,202.0,1.532,0.552,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,22.53779727,91.48135786,5.710819862,101.8474768,apple
23.0,138.0,195.0,1.83,0.534,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,22.49095104,91.70292746,5.795985716,124.3915101,apple
18.0,125.0,204.0,1.8360000000000003,0.4880000000000001,0.166106,39.12,53.63199999999999,20.478,128.958,31.75,22.35548159,94.47811755,6.046673619,116.7366261,apple
13.0,121.0,196.0,1.83,0.488,0.150106,34.708,73.604,18.666,131.834,34.156,22.20700989,93.50574163,6.443382913,120.1593771,apple
26.0,122.0,202.0,1.532,0.534,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,22.44516988,94.73763514,5.617227184,107.1843273,apple
28.0,123.0,202.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,22.76643029,92.12438519,6.442289294,120.4359949,apple
26.0,121.0,201.0,1.532,0.534,0.192394,34.965999999999994,82.826,18.838,124.452,42.18599999999999,22.19109412,90.02575116,6.162034371,112.3126628,apple
21.0,137.0,196.0,1.83,0.534,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,23.6119202,91.70293849,5.812781806,123.5900822,apple
21.0,135.0,198.0,1.83,0.534,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,23.86087054,94.92048112,5.765015126,105.0241329,apple
5.0,144.0,205.0,1.83,0.5799999999999998,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,21.42177231,92.62665309,6.184922574,102.8045658,apple
2.0,123.0,205.0,1.8360000000000003,0.49799999999999994,0.166106,39.12,53.63199999999999,20.478,128.95800000000003,31.75,22.36629253,90.78572467,5.739652177,124.9831618,apple
15.0,133.0,199.0,1.83,0.488,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,23.99686172,91.61001707,5.824778636,117.6102915,apple
31.0,130.0,198.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,21.80129837,92.73446667,5.554823557,120.0586671,apple
25.0,143.0,200.0,1.532,0.5519999999999999,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,23.80436344,92.80441624,6.024248787,100.6192543,apple
16.0,143.0,204.0,1.83,0.534,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,23.71475278,91.53331177,5.631333387,121.8961665,apple
19.0,122.0,202.0,1.83,0.4880000000000001,0.150106,34.708,73.604,18.666,131.834,34.156,23.34467359,90.37981478,5.811975094,112.8954016,apple
10.0,125.0,196.0,1.83,0.61,0.150106,34.708,73.604,18.666,131.834,34.156,22.31253665,90.03577124,5.730557448,113.0688155,apple
20.0,139.0,202.0,1.532,0.534,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,23.50201428,92.21083961,5.66999105,107.9868949,apple
28.0,123.0,198.0,1.532,0.534,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,23.46260321,91.45665004,5.682751473,111.7763395,apple
28.0,136.0,200.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,23.06204373,92.39544055,6.245858905,114.7399101,apple
2.0,131.0,199.0,1.83,0.592,0.150106,34.708,73.604,18.666,131.834,34.156,22.47420512,91.22759742,6.017370134,124.2179699,apple
2.0,140.0,197.0,1.83,0.5800000000000001,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,22.69780133,92.82223419,5.53456749,105.0508234,apple
27.0,138.0,201.0,1.5319999999999996,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,23.66682067,93.90191078,5.952367662,105.4004751,apple
30.0,127.0,204.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,22.50050273,92.45878335,6.126436584,100.9343903,apple
32.0,145.0,203.0,1.366,0.434,0.226906,35.4,110.51199999999999,17.932,93.91199999999999,52.924,23.83053666,90.84422164,6.406818518,109.5966791,apple
29.0,139.0,205.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,23.64142354,93.74461474,6.155939453,116.6912176,apple
26.0,126.0,195.0,1.8299999999999996,0.434,0.150106,34.708,73.60399999999998,18.666,131.834,34.15599999999999,21.41363812,92.99124545,5.878568981,118.3979065,apple
40.0,136.0,202.0,1.366,0.396,0.226906,35.4,110.51199999999999,17.932,93.91199999999999,52.924,22.85267372,94.5764581,5.935336308,117.5314026,apple
6.0,124.0,200.0,1.83,0.61,0.150106,34.708,73.604,18.666,131.834,34.156,22.98208095,93.84505029,5.971332179,109.5852253,apple
35.0,138.0,200.0,1.5319999999999996,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,21.19909519,90.80819418,5.67130617,103.6838922,apple
17.0,136.0,196.0,1.83,0.552,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,23.87192332,90.49939035,5.882155988,103.0548094,apple
33.0,134.0,205.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,21.0365275,94.33919546,6.08551916,114.7412734,apple
16.0,143.0,197.0,1.83,0.534,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,22.61711614,93.51978375,5.90402645,116.9256766,apple
27.0,120.0,200.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,21.45278675,90.74531921,6.110218826,116.7036582,apple
29.0,145.0,205.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,22.81227579,92.12992101,6.212302608,109.3383552,apple
3.0,141.0,197.0,1.83,0.638,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,21.98141856,91.12719303,6.142803397,115.4789148,apple
15.0,123.0,204.0,1.8360000000000003,0.488,0.166106,39.12,53.63199999999999,20.478,128.95800000000003,31.75,22.52709326,92.54780429,6.365972688,115.3830068,apple
5.0,136.0,195.0,1.83,0.6380000000000001,0.150106,34.708,73.604,18.666,131.834,34.156,22.35628673,91.92360477,6.264202804,107.7697413,apple
10.0,136.0,204.0,1.83,0.6380000000000001,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,21.19852186,92.15595143,6.276198595,105.8554351,apple
7.0,141.0,195.0,1.83,0.6279999999999999,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,23.8812458,93.45067555,5.514253142,104.9116663,apple
2.0,129.0,201.0,1.83,0.61,0.150106,34.708,73.604,18.666,131.834,34.156,22.78234161,94.36803516,5.682343744,122.1449949,apple
29.0,138.0,197.0,1.532,0.43400000000000005,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,22.19055385,92.43764169,5.830892252,121.6622761,apple
30.0,137.0,200.0,1.5319999999999996,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,22.91430043,90.70475565,5.603413172,118.6044645,apple
29.0,132.0,204.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,23.08950736,90.22507299,6.0967531,108.2166601,apple
14.0,139.0,197.0,1.83,0.61,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,21.72484506,92.83975602,6.056529526,121.6961761,apple
18.0,125.0,203.0,1.83,0.4880000000000001,0.150106,34.708,73.604,18.666,131.834,34.15599999999999,22.44307715,91.59234006,6.160267496,102.5565807,apple
33.0,143.0,204.0,1.366,0.534,0.226906,35.4,110.51199999999999,17.932,93.91199999999999,52.924,21.1316077,91.95769858,5.814434775,122.5391946,apple
40.0,144.0,196.0,1.45,0.402,0.21490599999999999,32.454,128.426,15.844,101.17800000000001,52.065999999999995,22.71750705,92.25479855,5.987262638,107.0289866,apple
9.0,143.0,197.0,1.83,0.61,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,23.75033085,92.88160462,5.570020684,117.6602827,apple
38.0,135.0,203.0,1.366,0.524,0.226906,35.4,110.51199999999999,17.932,93.91199999999999,52.924,23.76121837,93.661643,5.965551311,100.825956,apple
28.0,130.0,196.0,1.532,0.534,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,22.13450646,94.67695747,6.062356467,112.9203223,apple
35.0,142.0,203.0,1.366,0.534,0.226906,35.4,110.51199999999999,17.932,93.91199999999999,52.924,21.17089176,90.23730166,5.895319002,123.6495149,apple
12.0,129.0,205.0,1.83,0.488,0.150106,34.708,73.604,18.666,131.834,34.156,22.36238282,91.15761594,6.119432215,118.6832725,apple
1.0,135.0,203.0,1.83,0.638,0.150106,34.708,73.604,18.666,131.834,34.156,22.77856513,92.70124029,5.624203283,113.7759219,apple
0.0,145.0,205.0,1.83,0.6380000000000001,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,21.22503442,90.09877774,5.52078314,113.9760462,apple
31.0,121.0,201.0,1.532,0.42799999999999994,0.192394,34.966,82.826,18.838,124.452,42.186,23.15791104,90.34396882,5.731535258,110.712841,apple
35.0,131.0,203.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,22.42776057,93.91722423,5.893490899,102.7230739,apple
29.0,140.0,195.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,23.64082979,90.95257927,5.560521058,116.7431319,apple
33.0,138.0,198.0,1.5319999999999996,0.434,0.192394,34.966,82.826,18.838,124.452,42.186,22.29423493,90.69033986,6.222390798,122.7418744,apple
14.0,140.0,197.0,1.83,0.6199999999999999,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,23.35225078,90.90054697,6.071255131,113.0381382,apple
35.0,145.0,195.0,1.626,0.434,0.184394,35.31,101.88999999999999,17.96,130.468,44.193999999999996,22.03911546,94.58075845,6.231950009,110.9804014,apple
40.0,120.0,197.0,1.532,0.396,0.192394,34.966,82.826,18.838,124.452,42.186,23.80593812,92.48879468,5.889480679,119.6335548,apple
25.0,132.0,198.0,1.532,0.552,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,22.31944084,90.85174383,5.732757516,100.1173443,apple
31.0,137.0,196.0,1.532,0.434,0.192394,34.966,82.826,18.838,124.452,42.18599999999999,22.14464104,93.82567435,6.400321212,120.6310784,apple
36.0,144.0,196.0,1.366,0.534,0.226906,35.4,110.51199999999999,17.932,93.912,52.924,23.65167552,94.50528753,6.496934492,115.3611268,apple
10.0,140.0,197.0,1.83,0.592,0.150106,34.708000000000006,73.60399999999998,18.666,131.834,34.15599999999999,22.16939473,90.27185592,6.229498836,124.4683112,apple
22.0,30.0,12.0,0.5980000000000001,0.8400000000000001,6.214,0.472,5.779999999999999,1.1019999999999999,9.335999999999999,0.41600000000000004,15.78144173,92.51077745,6.354006744,119.035002,orange
37.0,6.0,13.0,0.622,0.6060000000000001,6.192,0.404,3.595999999999999,0.6759999999999999,9.290000000000001,0.514,26.03097313,91.50819306,7.511755068,101.2847738,orange
27.0,13.0,6.0,0.552,0.48200000000000004,6.65,0.374,3.662,0.788,9.053999999999998,0.278,13.36050601,91.35608208,7.335158382,111.2266885,orange
7.0,16.0,9.0,0.6,0.6839999999999999,6.154,0.354,4.504,1.026,9.55,0.34199999999999997,18.87957654,92.04304496,7.813916603,114.6659511,orange
20.0,7.0,9.0,0.65,0.624,5.247999999999999,0.354,4.523999999999999,1.028,9.036000000000001,0.396,29.47741671,91.57802915,7.129136941,111.1727497,orange
26.0,27.0,10.0,0.546,0.82,5.005999999999999,0.4159999999999999,5.7459999999999996,0.9919999999999998,9.77,0.462,28.06903173,92.91487288,6.079998496,114.1339416,orange
5.0,23.0,15.0,0.548,0.528,5.369999999999999,0.306,4.4799999999999995,0.8800000000000001,8.61,0.358,25.66901098,92.04670813,7.408939392,112.5424199,orange
0.0,18.0,14.0,0.5479999999999999,0.5279999999999999,5.369999999999999,0.30599999999999994,4.4799999999999995,0.8800000000000001,8.610000000000001,0.358,29.77149434,92.00719952,7.207991261,114.4161786,orange
39.0,24.0,14.0,0.5879999999999999,0.438,6.718000000000001,0.41200000000000003,3.6839999999999997,0.994,8.772000000000002,0.322,30.55472573,90.90343769,7.189259647,106.0711985,orange
13.0,23.0,6.0,0.6239999999999999,0.57,9.803999999999998,0.304,3.9200000000000004,0.7060000000000001,7.622,0.414,23.96147583,90.26408017,7.365338111,102.6958703,orange
21.0,17.0,15.0,0.5980000000000001,0.8399999999999999,6.214,0.472,5.779999999999999,1.1019999999999999,9.335999999999999,0.41600000000000004,23.98289638,91.5473145,7.455991072,118.4901697,orange
33.0,12.0,8.0,0.592,0.5740000000000001,6.053999999999999,0.38,3.9259999999999997,0.9199999999999999,8.754000000000001,0.33799999999999997,25.26052689,90.31153735,6.822282114,117.3695296,orange
6.0,9.0,12.0,0.624,0.57,9.803999999999998,0.304,3.9200000000000004,0.7060000000000001,7.622,0.414,31.08368929,90.14362642,7.028746406,109.6894658,orange
19.0,7.0,10.0,0.624,0.496,13.174000000000001,0.27,2.3440000000000003,0.516,6.3020000000000005,0.49800000000000005,14.78003032,91.22062116,6.118430299,100.1961762,orange
24.0,18.0,6.0,0.576,0.6799999999999999,5.601999999999999,0.42399999999999993,4.982,0.8799999999999999,8.857999999999999,0.372,26.56608303,94.45239715,6.285312759,116.3796525,orange
9.0,11.0,8.0,0.6199999999999999,0.5120000000000001,9.502,0.27999999999999997,3.444,0.788,7.616,0.36,24.85903405,94.39000473,6.559236744,111.7803734,orange
31.0,8.0,7.0,0.5660000000000001,0.6519999999999999,8.412,8.692,11.314,0.592,6.2780000000000005,0.718,34.51465139,93.63812684,7.163245982,103.5684926,orange
22.0,17.0,5.0,0.602,0.6280000000000001,5.218,8.714,11.604,0.6519999999999999,8.290000000000001,0.752,24.12188673,90.72351622,6.945562889,102.835632,orange
13.0,5.0,8.0,0.5840000000000001,0.55,10.288,0.30199999999999994,4.118,0.704,7.7780000000000005,0.388,23.85340379,90.10522549,7.474710503,103.923226,orange
16.0,8.0,9.0,0.6379999999999999,0.4920000000000001,9.864,0.284,3.8519999999999994,0.932,7.008,0.346,24.60297538,91.28408653,7.601189843,111.2948115,orange
4.0,13.0,6.0,0.584,0.55,10.288,0.30200000000000005,4.118,0.704,7.7780000000000005,0.388,15.63211033,94.25966183,7.561143224,101.4705704,orange
0.0,25.0,14.0,0.566,0.568,7.661999999999999,0.39,5.667999999999999,1.234,7.154000000000001,0.386,19.33516809,91.97978938,6.361671475,116.450422,orange
8.0,7.0,10.0,0.584,0.55,10.288,0.30199999999999994,4.118,0.704,7.7780000000000005,0.388,28.2620488,91.98317355,6.929216014,105.2132259,orange
4.0,23.0,5.0,0.5479999999999999,0.528,5.369999999999999,0.30599999999999994,4.4799999999999995,0.8800000000000001,8.610000000000001,0.358,22.67594476,93.36348717,7.477935216,110.3332655,orange
33.0,14.0,8.0,0.5519999999999999,0.48200000000000004,6.65,0.374,3.662,0.788,9.054,0.278,21.03200078,92.9641969,7.684420446,110.6823944,orange
30.0,7.0,15.0,0.592,0.5740000000000001,6.054,0.38,3.9259999999999997,0.9200000000000002,8.754000000000001,0.33799999999999997,33.23453301,91.06053924,7.825531916,115.7659902,orange
21.0,29.0,12.0,0.5980000000000001,0.8400000000000001,6.214,0.472,5.779999999999999,1.1019999999999999,9.335999999999999,0.41600000000000004,22.30318989,92.15987039,6.438668989,117.3688104,orange
11.0,14.0,5.0,0.6,0.6839999999999999,6.154,0.354,4.504,1.026,9.55,0.34199999999999997,11.50322938,94.8933184,6.946354724,115.5683776,orange
9.0,8.0,15.0,0.5839999999999999,0.55,10.288,0.30199999999999994,4.118,0.704,7.7780000000000005,0.388,14.34320488,94.35734702,7.994465371,110.2223123,orange
5.0,18.0,14.0,0.6220000000000001,0.6060000000000001,8.024000000000001,0.374,5.191999999999999,1.234,6.694,0.348,33.1056981,93.48447453,7.434118807,119.1709113,orange
29.0,25.0,14.0,0.546,0.82,5.005999999999999,0.4159999999999999,5.7459999999999996,0.9919999999999998,9.77,0.462,30.49183837,90.4582865,7.781988584,113.3302105,orange
33.0,12.0,15.0,0.592,0.5740000000000001,6.053999999999999,0.38,3.9259999999999997,0.9199999999999999,8.754000000000001,0.33799999999999997,30.25578031,92.03272799,6.052318465,116.7173125,orange
8.0,16.0,6.0,0.624,0.57,9.803999999999998,0.304,3.9200000000000004,0.7060000000000001,7.622,0.414,12.22816189,90.26457428,7.106650373,108.4161706,orange
15.0,14.0,8.0,0.598,0.8400000000000001,6.214,0.472,5.779999999999999,1.102,9.335999999999999,0.41600000000000004,10.01081312,90.22399223,6.22094286,119.3941064,orange
16.0,7.0,8.0,0.666,0.742,5.9719999999999995,0.4039999999999999,4.578,1.0919999999999999,9.581999999999999,0.418,22.79196751,90.60901895,6.420457311,116.5084074,orange
0.0,12.0,7.0,0.604,0.742,6.456,0.378,4.9799999999999995,0.9440000000000002,9.556000000000001,0.396,20.18432263,90.65458473,6.969249676,116.8130969,orange
5.0,25.0,6.0,0.624,0.5700000000000001,9.803999999999998,0.30399999999999994,3.9199999999999995,0.706,7.622000000000002,0.41400000000000003,30.72119881,94.01331956,6.011302181,106.8118019,orange
6.0,8.0,11.0,0.6239999999999999,0.548,7.42,0.366,4.889999999999999,1.17,8.180000000000001,0.354,24.35590861,92.39651663,6.600948788,119.6946577,orange
10.0,5.0,5.0,0.6599999999999999,0.608,9.863999999999999,0.30200000000000005,3.8899999999999997,0.788,8.016,0.376,21.21306973,91.35349216,7.817846496,112.9834361,orange
1.0,17.0,6.0,0.588,0.6839999999999999,7.661999999999999,0.40800000000000003,5.706,1.09,8.162,0.41600000000000004,10.78689755,91.38411917,6.8198271,117.5293447,orange
1.0,30.0,10.0,0.57,0.506,9.86,0.304,2.9699999999999998,0.524,8.158,0.434,11.89925671,91.34663797,7.291405641,103.5771468,orange
0.0,23.0,15.0,0.624,0.5700000000000001,9.803999999999998,0.304,3.9199999999999995,0.7060000000000001,7.622000000000002,0.414,22.56664172,93.37488907,7.598729065,109.8585753,orange
24.0,27.0,9.0,0.5980000000000001,0.8399999999999999,6.214,0.472,5.779999999999999,1.1019999999999999,9.335999999999999,0.41600000000000004,18.86883219,93.24688124,6.157135092,119.3936976,orange
36.0,11.0,13.0,0.6279999999999999,0.462,7.191999999999998,0.43,3.668,0.8640000000000001,9.316,0.30400000000000005,17.34083741,93.04897191,7.1917274,112.7194284,orange
40.0,21.0,8.0,0.6279999999999999,0.4620000000000001,7.191999999999998,0.43,3.668,0.8640000000000001,9.315999999999999,0.304,34.90665289,92.87820148,7.418761774,102.1906333,orange
40.0,22.0,6.0,0.588,0.632,7.322,0.364,3.9159999999999995,0.8059999999999998,9.688,0.36,24.53610067,91.90997228,6.488221135,115.9787989,orange
32.0,18.0,13.0,0.552,0.48200000000000004,6.65,0.374,3.662,0.788,9.054,0.278,13.8377282,91.74780462,6.044167236,107.9873218,orange
9.0,10.0,10.0,0.5839999999999999,0.55,10.288,0.30199999999999994,4.118,0.704,7.7780000000000005,0.388,22.3551049,93.52211892,6.010391864,101.5164589,orange
13.0,16.0,8.0,0.5839999999999999,0.55,10.288,0.30199999999999994,4.118,0.704,7.7780000000000005,0.388,34.74004942,93.12316972,6.949838549,100.1967854,orange
15.0,9.0,11.0,0.5840000000000001,0.55,10.288,0.30199999999999994,4.118,0.704,7.7780000000000005,0.388,11.54785707,94.14861001,7.907956251,108.8289171,orange
29.0,11.0,5.0,0.58,0.6140000000000001,5.632,8.732,11.89,0.6679999999999999,7.802,0.712,23.13338811,91.94670335,7.639788459,104.4224145,orange
1.0,15.0,9.0,0.5479999999999999,0.5279999999999999,5.369999999999999,0.30599999999999994,4.4799999999999995,0.8800000000000001,8.610000000000001,0.358,29.98364695,94.55239717,7.53350946,115.3560318,orange
18.0,5.0,11.0,0.624,0.496,13.174000000000001,0.27,2.3440000000000003,0.516,6.3020000000000005,0.49800000000000005,20.87947369,90.93756231,6.251586885,102.4550786,orange
14.0,22.0,9.0,0.5720000000000001,0.704,6.456,0.404,5.366,1.034,9.328,0.332,17.24944623,91.13772765,6.543191814,112.5090516,orange
33.0,15.0,7.0,0.6279999999999999,0.462,7.191999999999998,0.43,3.668,0.8640000000000001,9.316,0.30400000000000005,15.83388699,91.68293851,7.651225301,109.7571416,orange
4.0,6.0,7.0,0.624,0.57,9.803999999999998,0.304,3.9200000000000004,0.7060000000000001,7.622,0.414,23.01014302,91.11764246,6.708889665,112.6738296,orange
17.0,16.0,14.0,0.6060000000000001,0.554,13.24,0.256,3.05,0.5800000000000001,6.792,0.32199999999999995,16.39624284,92.18151927,6.625538653,102.944161,orange
12.0,20.0,10.0,0.6199999999999999,0.5120000000000001,9.501999999999999,0.27999999999999997,3.444,0.7879999999999999,7.616000000000001,0.36,24.45132792,93.10527686,6.528354932,109.4711098,orange
34.0,29.0,8.0,0.562,0.714,5.458,0.372,4.69,1.032,9.666,0.42800000000000005,31.87859192,91.15248149,6.450640306,105.3437825,orange
39.0,28.0,10.0,0.592,0.5740000000000001,6.054,0.38,3.9259999999999997,0.9199999999999999,8.754000000000001,0.33799999999999997,31.34920143,91.48247612,7.181907673,109.1549823,orange
31.0,25.0,12.0,0.5920000000000001,0.574,6.053999999999999,0.38,3.9260000000000006,0.9199999999999999,8.754,0.33799999999999997,18.05142392,90.03969587,7.016482298,111.7793889,orange
12.0,6.0,8.0,0.5839999999999999,0.55,10.288,0.30199999999999994,4.118,0.704,7.7780000000000005,0.388,30.84835031,92.86773675,6.388617138,107.4142681,orange
12.0,29.0,13.0,0.5700000000000001,0.762,7.06,0.4119999999999999,5.668,1.098,7.841999999999999,0.326,22.45616931,91.52781832,7.57125447,118.0069295,orange
26.0,11.0,11.0,0.6220000000000001,0.6060000000000001,6.192,0.404,3.596,0.6759999999999999,9.290000000000001,0.514,13.70319166,90.95589386,7.609348255,106.2944879,orange
19.0,24.0,15.0,0.546,0.82,5.005999999999999,0.4159999999999999,5.7459999999999996,0.9919999999999998,9.77,0.462,20.48954522,93.72485075,7.137136973,111.8391951,orange
39.0,21.0,9.0,0.6280000000000001,0.462,7.191999999999998,0.43,3.668,0.8640000000000001,9.316,0.30400000000000005,13.20844373,94.02769434,6.354022554,106.2696156,orange
16.0,29.0,13.0,0.5700000000000001,0.762,7.06,0.41200000000000003,5.667999999999999,1.0979999999999999,7.8420000000000005,0.32599999999999996,32.31944397,93.67804556,6.196907944,117.6236473,orange
36.0,29.0,13.0,0.592,0.5740000000000001,6.054,0.38,3.9260000000000006,0.9199999999999999,8.754,0.33799999999999997,20.68185224,90.91510525,7.829507245,109.7513927,orange
37.0,23.0,12.0,0.592,0.5740000000000001,6.054,0.38,3.9259999999999997,0.9199999999999999,8.754000000000001,0.33799999999999997,31.52675982,90.50621806,6.395258356,113.1169398,orange
